datetime,open,high,low,close,volume
1993-01-29 00:00:00.000000,43.8595,43.9688,43.75,43.9375,1003200
1993-02-01 00:00:00.000000,43.9688,44.25,43.9688,44.25,480500
1993-02-02 00:00:00.000000,44.2188,44.375,44.125,44.3438,201300
1993-02-03 00:00:00.000000,44.4063,44.8438,44.375,44.8125,529400
1993-02-04 00:00:00.000000,44.9688,45.0938,44.875,45.0,531500
1993-02-05 00:00:00.000000,44.9688,45.0625,44.7188,44.9688,492100
1993-02-08 00:00:00.000000,44.9688,45.125,44.9063,44.9688,596100
1993-02-09 00:00:00.000000,44.8125,44.8125,44.5625,44.6563,122100
1993-02-10 00:00:00.000000,44.6563,44.75,44.5313,44.7188,379600
1993-02-11 00:00:00.000000,44.7813,45.125,44.7813,44.9375,19500
1993-02-12 00:00:00.000000,44.875,44.875,44.5938,44.5938,42500
1993-02-16 00:00:00.000000,44.4688,44.4688,43.4063,43.4688,374800
1993-02-17 00:00:00.000000,43.4688,43.5313,43.2813,43.4375,210900
1993-02-18 00:00:00.000000,43.9375,43.9375,42.8125,43.4063,378100
1993-02-19 00:00:00.000000,43.4063,43.5625,43.3438,43.5625,34900
1993-02-22 00:00:00.000000,43.6875,43.7813,43.5625,43.7188,513600
1993-02-23 00:00:00.000000,43.8438,43.875,43.4688,43.6875,373700
1993-02-24 00:00:00.000000,43.7188,44.25,43.7188,44.25,26300
1993-02-25 00:00:00.000000,44.2188,44.375,44.125,44.3438,44500
1993-02-26 00:00:00.000000,44.4375,44.4375,44.1875,44.4063,66200
1993-03-01 00:00:00.000000,44.5625,44.5625,44.2188,44.2813,66500
1993-03-02 00:00:00.000000,44.3125,44.9375,44.25,44.9375,182400
1993-03-03 00:00:00.000000,45.0,45.1563,44.9375,45.125,280100
1993-03-04 00:00:00.000000,45.1875,45.1875,44.875,44.875,89500
1993-03-05 00:00:00.000000,44.9375,45.125,44.7188,44.75,40000
1993-03-08 00:00:00.000000,44.8438,45.75,44.8438,45.75,50800
1993-03-09 00:00:00.000000,45.6563,45.6875,45.5,45.5938,169300
1993-03-10 00:00:00.000000,45.5938,45.6875,45.4063,45.6875,194400
1993-03-11 00:00:00.000000,45.7188,45.8438,45.5,45.5625,70900
1993-03-12 00:00:00.000000,45.1875,45.2188,44.8125,45.0938,643600
1993-03-15 00:00:00.000000,45.0625,45.3125,45.0625,45.3125,310800
1993-03-16 00:00:00.000000,45.3125,45.4375,45.3125,45.3125,30800
1993-03-17 00:00:00.000000,45.25,45.25,44.9688,45.0313,21800
1993-03-18 00:00:00.000000,45.2188,45.5,45.2188,45.3125,59300
1993-03-19 00:00:00.000000,45.2813,45.2813,45.0313,45.0313,66900
1993-03-22 00:00:00.000000,44.5938,44.875,44.5625,44.7813,183400
1993-03-23 00:00:00.000000,44.9063,44.9375,44.8125,44.875,55200
1993-03-24 00:00:00.000000,44.8125,45.0625,44.5938,44.875,37200
1993-03-25 00:00:00.000000,44.9063,45.25,44.8438,45.1563,110100
1993-03-26 00:00:00.000000,45.125,45.1563,44.875,44.9063,101500
1993-03-29 00:00:00.000000,44.9375,45.3125,44.9375,45.0938,87100
1993-03-30 00:00:00.000000,45.1563,45.2188,45.0938,45.2188,56000
1993-03-31 00:00:00.000000,45.3438,45.4688,45.1875,45.1875,111600
1993-04-01 00:00:00.000000,45.25,45.25,44.9375,45.0313,129500
1993-04-02 00:00:00.000000,44.6563,44.6563,44.0938,44.0938,59400
1993-04-05 00:00:00.000000,44.4375,44.4375,44.1875,44.3125,172200
1993-04-06 00:00:00.000000,44.4063,44.4063,44.0625,44.1875,129700
1993-04-07 00:00:00.000000,44.25,44.3438,44.1563,44.3438,28000
1993-04-08 00:00:00.000000,44.5313,44.5313,44.0938,44.2813,180800
1993-04-12 00:00:00.000000,44.7188,44.9375,44.6563,44.9063,348500
1993-04-13 00:00:00.000000,44.875,45.1563,44.8438,45.0,146100
1993-04-14 00:00:00.000000,45.0313,45.0625,44.9063,44.9375,119600
1993-04-15 00:00:00.000000,44.9063,45.0313,44.75,44.9375,148600
1993-04-16 00:00:00.000000,44.9688,45.0313,44.875,44.9375,47900
1993-04-19 00:00:00.000000,44.9375,45.0625,44.7188,44.75,157000
1993-04-20 00:00:00.000000,44.6875,44.75,44.25,44.5313,279500
1993-04-21 00:00:00.000000,44.625,44.625,44.375,44.5,67900
1993-04-22 00:00:00.000000,44.3125,44.6875,43.9375,43.9375,97700
1993-04-23 00:00:00.000000,43.8438,43.9688,43.6875,43.75,106000
1993-04-26 00:00:00.000000,43.7813,43.9375,43.2813,43.4063,62600
1993-04-27 00:00:00.000000,43.3438,43.875,43.3438,43.875,156800
1993-04-28 00:00:00.000000,43.8125,43.9063,43.7188,43.7813,85900
1993-04-29 00:00:00.000000,43.875,43.9688,43.625,43.9688,85000
1993-04-30 00:00:00.000000,44.125,44.2813,44.0313,44.0313,88500
1993-05-03 00:00:00.000000,44.0938,44.3125,43.9063,44.3125,80500
1993-05-04 00:00:00.000000,44.4063,44.625,44.3438,44.4688,149100
1993-05-05 00:00:00.000000,44.4688,44.75,44.4688,44.5938,109000
1993-05-06 00:00:00.000000,44.5313,44.5625,44.4063,44.4375,54700
1993-05-07 00:00:00.000000,44.4688,44.4688,44.2813,44.3438,68000
1993-05-10 00:00:00.000000,44.4063,44.6875,44.4063,44.4375,113900
1993-05-11 00:00:00.000000,44.4375,44.625,44.3125,44.625,42600
1993-05-12 00:00:00.000000,44.4375,44.5938,44.4375,44.5625,31000
1993-05-13 00:00:00.000000,44.375,44.375,44.0,44.0313,129100
1993-05-14 00:00:00.000000,44.0313,44.1563,43.9688,44.0,63500
1993-05-17 00:00:00.000000,44.125,44.1563,43.9375,44.1563,34000
1993-05-18 00:00:00.000000,44.1875,44.2188,43.9688,44.125,105200
1993-05-19 00:00:00.000000,44.125,45.0313,43.8438,45.0313,50200
1993-05-20 00:00:00.000000,45.0313,45.1563,44.9375,45.1563,98200
1993-05-21 00:00:00.000000,45.1875,45.25,44.7188,44.75,221400
1993-05-24 00:00:00.000000,44.8438,45.0938,44.8438,44.9375,30500
1993-05-25 00:00:00.000000,45.125,45.125,45.0313,45.0313,191800
1993-05-26 00:00:00.000000,45.1563,45.625,45.125,45.5938,102400
1993-05-27 00:00:00.000000,45.6563,45.6563,45.375,45.4375,53800
1993-05-28 00:00:00.000000,45.4063,45.4063,45.0,45.2188,79100
1993-06-01 00:00:00.000000,45.375,45.8125,45.3125,45.6563,28300
1993-06-02 00:00:00.000000,45.5313,45.75,45.3438,45.5938,20300
1993-06-03 00:00:00.000000,45.5,45.5,45.3438,45.4375,21600
1993-06-04 00:00:00.000000,45.3125,45.3125,45.0938,45.2813,32000
1993-06-07 00:00:00.000000,45.375,45.375,45.125,45.125,121400
1993-06-08 00:00:00.000000,45.0,45.0,44.7188,44.7188,104500
1993-06-09 00:00:00.000000,44.875,45.0625,44.8125,44.875,43300
1993-06-10 00:00:00.000000,44.8438,44.9375,44.75,44.9063,17900
1993-06-11 00:00:00.000000,45.0625,45.1563,44.9063,45.0938,647400
1993-06-14 00:00:00.000000,45.1563,45.1875,45.0313,45.0313,64200
1993-06-15 00:00:00.000000,45.0938,45.125,44.9375,44.9375,142400
1993-06-16 00:00:00.000000,44.9375,45.0313,44.8125,45.0313,330900
1993-06-17 00:00:00.000000,45.125,45.1875,45.0313,45.1875,37400
1993-06-18 00:00:00.000000,44.8438,44.8438,44.5,44.5,58500
