datetime,open,high,low,close,volume
2010-01-04 00:00:00.000000,0.4243421412583982,0.4268639021763767,0.4151721413075756,0.4238836467266083,800204000
2010-01-05 00:00:00.000000,0.4222789233294735,0.4346584402797401,0.4222789233294735,0.4300734400749206,728648000
2010-01-06 00:00:00.000000,0.4298440292783822,0.433741272628047,0.4257175250668998,0.4328242838382721,649168000
2010-01-07 00:00:00.000000,0.4305318367823334,0.4323658419131967,0.421132577567128,0.4243420660495758,547792000
2010-01-08 00:00:00.000000,0.4209034358832264,0.4282394584843439,0.4183817020267559,0.4252592027187347,478168000
2010-01-11 00:00:00.000000,0.4275517205403079,0.4293857262660445,0.4133381966624195,0.4192987084388733,556612000
2010-01-12 00:00:00.000000,0.4131088633527343,0.4147136077272779,0.396373582223733,0.4050850868225097,627432000
2010-01-13 00:00:00.000000,0.4078360487123387,0.4119625531633763,0.3920177862048197,0.4105870425701141,508868000
2010-01-14 00:00:00.000000,0.4055435202528176,0.4085237474436868,0.3972905119413798,0.4041680097579956,608524000
2010-01-15 00:00:00.000000,0.4011878768748465,0.4046266268257517,0.3869743552147675,0.3922471106052398,818192000
2010-01-19 00:00:00.000000,0.3892668539267031,0.4021048646335171,0.3881206039467645,0.3995831310749054,545328000
2010-01-20 00:00:00.000000,0.3945396745176978,0.3995831971261274,0.3892669182726411,0.3979784250259399,719728000
2010-01-21 00:00:00.000000,0.3977490229141632,0.4048557818858136,0.3872035148908266,0.390871524810791,608632000
2010-01-22 00:00:00.000000,0.3862866294344513,0.3933933908104521,0.375053389663361,0.3773458898067474,1067916000
2010-01-25 00:00:00.000000,0.3835355425188535,0.3911007966389482,0.380784548473933,0.3837648034095764,643676000
2010-01-26 00:00:00.000000,0.3819309161418386,0.3844526774030548,0.3713854038315369,0.3716146647930145,714636000
2010-01-27 00:00:00.000000,0.3713853100836357,0.3830770695924839,0.367258805119998,0.3817015588283539,812504000
2010-01-28 00:00:00.000000,0.3846817863445401,0.3860572970100273,0.3635907685604055,0.3688635230064392,687764000
2010-01-29 00:00:00.000000,0.3729901109577208,0.377116616546824,0.3473140883271929,0.352816104888916,774700000
2010-02-01 00:00:00.000000,0.3541915627516548,0.380555338949509,0.3512113074137448,0.3798675835132599,949832000
2010-02-02 00:00:00.000000,0.3784920488817074,0.3885790634847505,0.3773457990855945,0.3837648034095764,849812000
2010-02-03 00:00:00.000000,0.3803260960953717,0.3885791064718857,0.3784920907529516,0.3869743347167969,562296000
2010-02-04 00:00:00.000000,0.3835355780252569,0.3835355780252569,0.3603813190687365,0.3645078241825104,783480000
2010-02-05 00:00:00.000000,0.3640492973365262,0.3727608012850764,0.3576302656599618,0.3718437850475311,604856000
2010-02-08 00:00:00.000000,0.3706975423905578,0.3800968018662044,0.3638200434558168,0.3711560368537903,445160000
2010-02-09 00:00:00.000000,0.3771165396542274,0.3789505448008552,0.3645077918481936,0.3681757748126983,930144000
2010-02-10 00:00:00.000000,0.3704683227801214,0.3787213054154776,0.3679465621442124,0.3752825558185577,535828000
2010-02-11 00:00:00.000000,0.3812430844465134,0.3966028552502059,0.3784920901019914,0.392476350069046,695980000
2010-02-12 00:00:00.000000,0.3897253468904163,0.4057728454199169,0.3853695808922999,0.3977490961551666,780212000
2010-02-16 00:00:00.000000,0.4030218479593468,0.4066898585258064,0.3982075875069628,0.4050850868225097,457024000
2010-02-17 00:00:00.000000,0.4101285564601914,0.4103577900112147,0.397290548425402,0.4089823067188263,876560000
